,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm),Depth (cm),Weight (kg),Diameter (cm),Length (cm),Circumference (cm),Duration (sec.),cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7
40,Red Votive Lights,Loren MacIver,3668,"American, 1909–1998",American,1909,1998,Female,1943,Oil on wood,"20 x 25 5/8"" (50.8 x 65.1 cm)",James Thrall Soby Fund,4.1945,Painting,Painting & Sculpture,1945-01-03,Y,78347,http://www.moma.org/collection/works/78347,http://www.moma.org/media/W1siZiIsIjUxNzUyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2c305ae99ffb73fc,50.8,65.1,,,,,,,291818,491e19,291818,3c1d19,491e18,621f19,291818,3c1d19,6f201a,551e18,491e18,621f19,7f2019,8c2b1e
41,I See Again in Memory My Dear Udnie,Francis Picabia,4607,"French, 1879–1953",French,1879,1953,Male,1914,Oil on canvas,"8' 2 1/2"" x 6' 6 1/4"" (250.2 x 198.8 cm)",Hillman Periodicals Fund,4.1954,Painting,Painting & Sculpture,1954-01-12,Y,78348,http://www.moma.org/collection/works/78348,http://www.moma.org/media/W1siZiIsIjI0MzI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0b7e16a7b09256aa,250.2,198.8,,,,,,,2d2a2a,796859,2d2a2a,594a40,846f59,ac9c89,c3ab88,cdbba3,6f655a,2d2a2a,8f867d,987957,594233,5a524e
42,Number 5-58,Nassos Daphnis,1385,"American, born Greece. 1914–2010",American,1914,2010,Male,1958,Synthetic polymer paint on canvas,"64 1/8 x 43"" (162.7 x 109.2 cm)",Blanchette Hooker Rockefeller Fund,4.1959,Painting,Painting & Sculpture,1959-03-02,Y,78349,http://www.moma.org/collection/works/78349,http://www.moma.org/media/W1siZiIsIjIxNjg3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07246370c27468b0,162.7,109.2,,,,,,,1b1b1b,cacaca,ffffff,1b1b1b,3a3a3a,f0f0f0,ffffff,fefefe,fcfcfc,f5f5f5,3a3a3a,1b1b1b,6d6d6d,cecece
43,Edge of August,Mark Tobey,5889,"American, 1890–1976",American,1890,1976,Male,1953,Casein on board,"48 x 28"" (121.9 x 71.1 cm)",Purchase,5.1954,Painting,Painting & Sculpture,1954-01-12,Y,78357,http://www.moma.org/collection/works/78357,http://www.moma.org/media/W1siZiIsIjE1MTQwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a9a9c36e4d523ca,121.9,71.1,,,,,,,7f7f7e,acb1b4,969997,acb1b4,544e4e,7c7c7d,a2a7ad,b6babb,3c3a3f,9a9e9f,93958f,7c7c7d,605b59,77685e
44,Enamored Tomcat,Leonardo Cremonini,1303,"Italian, 1925–2010",Italian,1925,2010,Male,1952,Oil on canvas,"23 1/8 x 17 3/4"" (58.7 x 45.1 cm)",Purchase,5.1955,Painting,Painting & Sculpture,1955-04-06,Y,78358,http://www.moma.org/collection/works/78358,http://www.moma.org/media/W1siZiIsIjIyNTE1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d842be68918e5034,58.7,45.1,,,,,,,131f2d,3b4341,131f2d,1d2b38,333432,808161,131f2d,9c9b64,1d2b38,8d7f4b,333432,bbc2a3,575435,5b6152
45,Big Red,Sam Francis,1965,"American, 1923–1994",American,1923,1994,Male,1953,Oil on canvas,"10' x 6' 4 1/4"" (303.2 x 194 cm)",Gift of Mr. and Mrs. David Rockefeller,5.1958,Painting,Painting & Sculpture,1958-02-19,Y,78360,http://www.moma.org/collection/works/78360,http://www.moma.org/media/W1siZiIsIjE1MTQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69d0327e114d1ccc,303.2,194.0,,,,,,,6d3f33,934d38,8c3a28,6d3f33,924834,a1775b,8c3a28,924834,955d4a,b08c58,ab9681,703325,693f35,6c564b
46,The Tree,Agnes Martin,3787,"American, born Canada. 1912–2004",American,1912,2004,Female,1964,Oil and pencil on canvas,6 x 6' (182.8 x 182.8 cm),Larry Aldrich Foundation Fund,5.1965,Painting,Painting & Sculpture,1965-01-12,Y,78361,http://www.moma.org/collection/works/78361,http://www.moma.org/media/W1siZiIsIjI0ODYzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=746ec2b5d469307f,182.8,182.8,,,,,,,d1d0ce,dfdedc,d7d6d4,dfdedc,c2c1be,d4d3d1,d1d0ce,d4d3d1,d7d6d4,cdccc9,dfdedc,b8b7b4,605e56,8f8d87
47,Turnsole,Kenneth Noland,4326,"American, 1924–2010",American,1924,2010,Male,1961,Synthetic polymer paint on canvas,"7' 10 1/8"" x 7' 10 1/8"" (239 x 239 cm)",Blanchette Hooker Rockefeller Fund,5.1968,Painting,Painting & Sculpture,1968-01-10,Y,78362,http://www.moma.org/collection/works/78362,http://www.moma.org/media/W1siZiIsIjE1MTQwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c988a41d84b216a5,239.0,239.0,,,,,,,c2b999,e4ddca,dad7c4,e4ddca,7a7a70,d9bb6e,1d1a17,191613,cbcebf,dad7c4,d9bb6e,e4ddca,26231d,847f6e
48,Untitled,Cy Twombly,5988,"American, 1928–2011",American,1928,2011,Male,1968,Oil-based house paint and crayon on canvas,"68 1/8"" x 7' 3 1/8"" (172.8 x 216 cm)",Gift of Barbara Jakobson and John R. Jakobson,5.1969,Painting,Painting & Sculpture,1969-01-07,Y,78363,http://www.moma.org/collection/works/78363,http://www.moma.org/media/W1siZiIsIjE1MTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dde1309ba71a7312,172.8,216.0,,,,,,,414756,515966,474e5e,414756,505764,697178,6a7178,777f83,505764,474e5e,5c646f,414756,848b8c,93999a
49,Achrome,Piero Manzoni,3741,"Italian, 1933–1963",Italian,1933,1963,Male,1960,Kaolin on canvas,"16 1/8 x 24"" (41 x 61 cm)",Committee on Painting and Sculpture Funds,5.1999,Painting,Painting & Sculpture,1999-02-08,Y,78364,http://www.moma.org/collection/works/78364,http://www.moma.org/media/W1siZiIsIjMzNzcwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a538e05fcf91e6f,41.0,61.0,,,,,,,e4e4db,f4f6f2,f4f6f2,f0f2eb,c6c0b4,ebebe4,f4f6f2,f0f2eb,c4bcb3,ebebe4,bdb5a6,d7d2c7,7d7564,a69f92
50,Homestead,Thomas Hart Benton,483,"American, 1889–1975",American,1889,1975,Male,1934,Tempera and oil on board,"25 x 34"" (63.5 x 86.4 cm)",Gift of Marshall Field (by exchange),6.1938,Painting,Painting & Sculpture,1938-02-17,Y,78365,http://www.moma.org/collection/works/78365,http://www.moma.org/media/W1siZiIsIjE1OTEwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a3dd8155dd578e6,63.5,86.4,,,,,,,6e6c5e,cacdc4,95978a,cacdc4,292825,665941,d1d7d2,292825,594a39,726848,a4ada6,86806e,c0baa6,c6cdc7
51,Self-Portrait,John Kane,2982,"American, born Scotland. 1860–1934",American,1860,1934,Male,1929,Oil on canvas over board,"36 1/8 x 27 1/8"" (91.8 x 68.9 cm)",Abby Aldrich Rockefeller Fund,6.1939,Painting,Painting & Sculpture,1939-01-06,Y,78366,http://www.moma.org/collection/works/78366,http://www.moma.org/media/W1siZiIsIjQwNDI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ed8294a45e397b75,91.8,68.9,,,,,,,221d15,8e7b5e,6f5a3c,221d15,968260,c1b79e,080a0a,cdc5ae,c0b9a2,aa9979,3d3121,968260,5e492f,816b49
52,Departure,Max Beckmann,429,"German, 1884–1950",German,1884,1950,Male,1932,"Oil on canvas, three panels","Side panels 7' 3/4"" x 39 1/4"" (215.3 x 99.7 cm), center panel 7' 3/4"" x 45 3/8"" (215.3 x 115.2 cm)",Given anonymously (by exchange),6.1942.a-c,Painting,Painting & Sculpture,1942-01-27,Y,78367,http://www.moma.org/collection/works/78367,http://www.moma.org/media/W1siZiIsIjMxMTkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a58b3b6bc65f4ba3,215.3,115.3,,,,,,,3f3c3a,b8b8b4,e6e7e7,898981,302d2a,4d4a4b,252525,746d5c,6c7986,3b342f,e6e7e7,a29e92,3e434d,5d5149
53,The New Rich,Antonio Ruiz,5078,"Mexican, 1897–1964",Mexican,1897,1964,Male,1941,Oil on canvas,"12 5/8 x 16 5/8"" (32.1 x 42.2 cm)",Inter-American Fund,6.1943,Painting,Painting & Sculpture,1943-02-18,Y,78368,http://www.moma.org/collection/works/78368,http://www.moma.org/media/W1siZiIsIjI5OTU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=85376aa2fd07b517,32.1,42.2,,,,,,,4b4f46,a29860,bcb16a,877f55,3e3927,596564,4e492d,87753f,2e2921,87886b,c5b250,596564,9fa283,c7bf84
54,L'Estaque,André Derain,1500,"French, 1880–1954",French,1880,1954,Male,1906,Oil on canvas,"13 7/8 x 17 3/4"" (35.3 x 45.1 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),6.1951,Painting,Painting & Sculpture,1951-01-30,Y,78371,http://www.moma.org/collection/works/78371,http://www.moma.org/media/W1siZiIsIjQ2ODczMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e518a0c413dfe243,35.3,45.1,,,,,,,3b4547,8f7d5a,313734,45545a,89694b,959269,91854e,926839,816b5d,3e4b47,313734,4c5c6d,829484,b0a784
55,"Blast, I",Adolph Gottlieb,2268,"American, 1903–1974",American,1903,1974,Male,1957,Oil on canvas,"7' 6"" x 45 1/8"" (228.7 x 114.4 cm)",Philip Johnson Fund,6.1958,Painting,Painting & Sculpture,1958-02-19,Y,78373,http://www.moma.org/collection/works/78373,http://www.moma.org/media/W1siZiIsIjIwNTIzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bf4bf821a1085872,228.7,114.4,,,,,,,5e484b,e9e6d4,392c2d,e9e6d4,6e3847,968f8c,eeecda,646460,b4b1ab,392c2d,8b7978,6e3847,ded8ca,e9e6d3
56,First Theme,Burgoyne Diller,1546,"American, 1906–1965",American,1906,1965,Male,1942,Oli on canvas,"42 x 42"" (106.6 x 106.6 cm)",Gift of Silvia Pizitz,6.1959,Painting,Painting & Sculpture,1958-10-29,Y,78374,http://www.moma.org/collection/works/78374,http://www.moma.org/media/W1siZiIsIjIyNTE2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bfc621b25139f3e4,106.6,106.6,,,,,,,c0a681,d6d7c9,d6d7c9,d0cd9c,a7575c,bba671,d6d7c9,cac072,cbc275,956062,a7575c,b6a67b,cdc676,d3d3c1
57,Shinnecock Canal,Grace Hartigan,2520,"American, 1922–2008",American,1922,2008,Female,1957,Oil on canvas,"7' 6 1/2"" x 6' 4"" (229.8 x 193 cm)",Gift of James Thrall Soby,6.1960,Painting,Painting & Sculpture,1960-02-10,Y,78375,http://www.moma.org/collection/works/78375,http://www.moma.org/media/W1siZiIsIjE1OTEwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=afc0cf2c7db229f9,229.8,193.0,,,,,,,3f5055,77797c,3f5055,5c555c,6a8182,b9b9b5,758399,5e7f6a,cbcbc9,5d4b49,5b5f6f,a7a7a2,3c4543,425c67
58,Shimmering Substance,Jackson Pollock,4675,"American, 1912–1956",American,1912,1956,Male,1946,Oil on canvas,"30 1/8 x 24 1/4"" (76.3 x 61.6 cm)",Mr. and Mrs. Albert Lewin and Mrs. Sam A. Lewisohn Funds,6.1968,Painting,Painting & Sculpture,1968-01-10,Y,78376,http://www.moma.org/collection/works/78376,http://www.moma.org/media/W1siZiIsIjIwMzUzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a16a6207be59924c,76.3,61.6,,,,,,,a7a094,d6d0b6,dad6cb,d2c9a2,988f7d,b5b1ab,dad6cb,c1bbaf,b1a885,98867d,67656d,a9a6a8,d2c88d,d2cbb6
59,Pettys Bright,Larry Zox,6586,"American, 1936–2006",American,1936,2006,Male,1968,Synthetic polymer paint on canvas,"6' 6"" x 11' 11 3/4"" (198.1 x 364.6 cm)",Gift of Charles and Anita Blatt,6.1969,Painting,Painting & Sculpture,1969-01-07,Y,78377,http://www.moma.org/collection/works/78377,http://www.moma.org/media/W1siZiIsIjM0NTIyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a009a78d2d4de0f5,198.1,364.6,,,,,,,6f4758,81505c,7c4358,6f4758,7a455b,937564,7a455b,7c4358,724156,835162,6c4d5b,9b9a7c,87a060,d19346
60,The Bride,Hyman Bloom,609,"American, born Latvia. 1913–2009",American,1913,2009,Male,1941,Oil on canvas,"20 1/8 x 49 7/8"" (51.1 x 126.7 cm)",Purchase,7.1942,Painting,Painting & Sculpture,1942-01-27,Y,78379,http://www.moma.org/collection/works/78379,http://www.moma.org/media/W1siZiIsIjQ1ODAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e00a3c61f90fd81b,51.1,126.7,,,,,,,29251e,6f5741,29251e,603b2a,726743,8a806d,5e5f43,856e43,707265,713b28,503c2c,29251e,9d7a6a,ada17e
61,Still Life,Henri Matisse,3832,"French, 1869–1954",French,1869,1954,Male,1899,Oil on canvas,"18 1/8 x 15"" (46 x 38.1 cm)",Gift of A. Conger Goodyear,7.1949,Painting,Painting & Sculpture,1949-02-03,Y,78380,http://www.moma.org/collection/works/78380,http://www.moma.org/media/W1siZiIsIjUxNzg3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4a5173cbd932752,46.0,38.1,,,,,,,33372c,767354,33372c,5f5a43,747d64,a79a66,99824e,9a9475,33372c,5f5a43,bbb47d,747d64,a0965c,bca756
62,Rainbow Rampage,Lee Gatch,2092,"American, 1902–1968",American,1902,1968,Male,1950,Oil on canvas,"28 x 40"" (71.1 x 101.6 cm)",Gift of Mr. and Mrs. Roy R. Neuberger,7.1951,Painting,Painting & Sculpture,1951-01-30,Y,78381,http://www.moma.org/collection/works/78381,http://www.moma.org/media/W1siZiIsIjIyNjE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1dae2db8ef98c1fa,71.1,101.6,,,,,,,6a6768,b5ae8c,807d80,545150,b7ad76,b2afa1,a3a09e,c6bd74,c0bda5,64605c,a99d77,807d80,3a383b,504c4e
63,Street Light,Giacomo Balla,311,"Italian, 1871–1958",Italian,1871,1958,Male,1910,Oil on canvas,"68 3/4 x 45 1/4"" (174.7 x 114.7 cm)",Hillman Periodicals Fund,7.1954,Painting,Painting & Sculpture,1954-04-06,Y,78382,http://www.moma.org/collection/works/78382,http://www.moma.org/media/W1siZiIsIjE1MTQ5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec2f83de605b58a9,174.7,114.7,,,,,,,43433d,a3916e,8d725a,43433d,afa268,c3bc9b,8e7f6c,8c4f40,8d7c4f,afa268,c3bc9b,31302c,4d4e41,5b5e5b
64,Painting,Philip Guston,2419,"American, born Canada. 1913–1980",American,1913,1980,Male,1954,Oil on canvas,"63 1/4 x 60 1/8"" (160.6 x 152.7 cm)",Philip Johnson Fund,7.1956,Painting,Painting & Sculpture,1956-06-06,Y,78383,http://www.moma.org/collection/works/78383,http://www.moma.org/media/W1siZiIsIjE3NDQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2683a478fef00d5c,160.6,152.7,,,,,,,9e6552,b5a79a,a37663,b5a79a,925140,9f5841,c1bbb1,b8aa9e,ad9b8e,9c7161,9f5841,a97a65,8c4f40,985340
65,The Mosque,Ibrahim El-Salahi,5121,"Sudanese, born 1930",Sudanese,1930,0,Male,1964,Oil on canvas,"12 1/8 x 18 1/8"" (30.7 x 46 cm)",Elizabeth Bliss Parkinson Fund,7.1965,Painting,Painting & Sculpture,1965-01-12,Y,78385,http://www.moma.org/collection/works/78385,http://www.moma.org/media/W1siZiIsIjQzODk4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=87cb8b42d56e79a7,30.7,46.0,,,,,,,292724,78756d,423c36,292724,92938b,cbcabb,423c36,201e1b,67655e,abada5,322f2c,8b8a82,c5c3b4,d1d1c3
66,"One: Number 31, 1950",Jackson Pollock,4675,"American, 1912–1956",American,1912,1956,Male,1950,Oil and enamel paint on canvas,"8' 10"" x 17' 5 5/8"" (269.5 x 530.8 cm)",Sidney and Harriet Janis Collection Fund (by exchange),7.1968,Painting,Painting & Sculpture,1968-01-10,Y,78386,http://www.moma.org/collection/works/78386,http://www.moma.org/media/W1siZiIsIjQ3ODMxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c3148701a5faa18a,269.5,530.8,,,,,,,5d5d57,a19b8a,8e8879,b4ad9c,4d4d48,6d6d66,c0b399,5b5850,a3a093,8e8879,c9c1af,404240,646761,76746b
67,Soda,Georges Braque,744,"French, 1882–1963",French,1882,1963,Male,1912,Oil on canvas,"14 1/4"" (36.2 cm) in diameter",Acquired through the Lillie P. Bliss Bequest (by exchange),8.1942,Painting,Painting & Sculpture,1942-01-27,Y,78387,http://www.moma.org/collection/works/78387,http://www.moma.org/media/W1siZiIsIjQwMDg1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d29fdd87bf51b2ff,36.2,,,,,,,,857864,fffefe,fffefe,554a3a,957a53,d5d0c9,fffefe,fefefe,9a8f7d,665b4c,957a53,bdb7ac,2a2720,5d4a30
68,The Red Studio,Henri Matisse,3832,"French, 1869–1954",French,1869,1954,Male,1911,Oil on canvas,"71 1/4"" x 7' 2 1/4"" (181 x 219.1 cm)",Mrs. Simon Guggenheim Fund,8.1949,Painting,Painting & Sculpture,1949-02-03,Y,78389,http://www.moma.org/collection/works/78389,http://www.moma.org/media/W1siZiIsIjQ5OTUxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=32d8c93025f53d82,181.0,219.1,,,,,,,7a4634,9b6857,8d4731,aa887d,7f3c28,765141,8d4731,b2bbb6,b19d84,7f3c28,804130,a2645d,785137,61706d
69,"Family Portrait, II",Florine Stettheimer,5657,"American, 1871–1944",American,1871,1944,Female,1933,Oil on canvas in artist's frame,"46 1/4 x 64 5/8"" (117.4 x 164 cm)",Gift of Miss Ettie Stettheimer,8.1956,Painting,Painting & Sculpture,1956-10-09,Y,78392,http://www.moma.org/collection/works/78392,http://www.moma.org/media/W1siZiIsIjQ0NjA4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f91eac0bd2145845,117.4,164.0,,,,,,,af9d90,dbdcd0,c89f86,dbdcd0,8d8578,9fb3ba,e4e7e1,c3b5b0,a1a493,9fb3ba,d2d1be,cd895d,585955,9a7263
70,Target with Four Faces,Jasper Johns,2923,"American, born 1930",American,1930,0,Male,1955,Encaustic on newspaper and cloth over canvas surmounted by four tinted-plaster faces in wood box with hinged front,"Overall, with box open, 33 5/8 x 26 x 3"" (85.3 x 66 x 7.6 cm); canvas 26 x 26"" (66 x 66 cm); box (closed) 3 3/4 x 26 x 3 1/2"" (9.5 x 66 x 8.8 cm)",Gift of Mr. and Mrs. Robert C. Scull,8.1958,Painting,Painting & Sculpture,1958-02-19,Y,78393,http://www.moma.org/collection/works/78393,http://www.moma.org/media/W1siZiIsIjUxODAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d2d5420470e14797,66.0,66.0,,,,,,,8f6746,7b7c75,a4874f,7a473d,4f6068,a79883,4f6068,ccc9c8,af9c75,7c5546,917d67,793a34,9c704a,ad9e54
71,B-171,Tadasky (Tadasuke Kuwayama),5776,"American, born Japan 1935",Japanese,1935,0,Male,1964,Synthetic polymer paint on canvas,"15 1/8 x 15 1/8"" (38.4 x 38.4 cm)",Given anonymously,8.1965,Painting,Painting & Sculpture,1965-01-12,Y,78396,http://www.moma.org/collection/works/78396,http://www.moma.org/media/W1siZiIsIjIwNzk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7c82cd1079e68e5c,38.4,38.4,,,,,,,2d3b54,d4c4a9,f2f2f4,2d3b54,a17430,cdb58e,f2f2f4,396aae,282525,293a57,a17430,bf8b3c,cdd2d2,e9edee
72,Visa,Stuart Davis,1412,"American, 1892–1964",American,1892,1964,Male,1951,Oil on canvas,"40 x 52"" (101.6 x 132.1 cm)",Gift of Mrs. Gertrud A. Mellon,9.1953,Painting,Painting & Sculpture,1953-01-30,Y,78397,http://www.moma.org/collection/works/78397,http://www.moma.org/media/W1siZiIsIjMyMjc2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9cd79730cdf0e4bf,101.6,132.1,,,,,,,896e3f,a4a48e,be904e,544c2f,6d7e6f,dcc9ad,e4cd6a,6d7e6f,b48161,ecebf5,7d6b46,2a2d18,a9664c,d3ba51
73,Florida Bark,Ida E. Fischer,1882,"American, born Austria.1883–1956",American,1883,1956,Female,1951,"Plaster and cement on board with bark, shells, corks, and other materials","16 x 12"" (40.7 x 30.5 cm)",Gift of the American Abstract Artists,9.1955,Painting,Painting & Sculpture,1955-04-06,Y,78398,http://www.moma.org/collection/works/78398,http://www.moma.org/media/W1siZiIsIjE2Njk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=689c3a8b242e71c8,40.7,30.5,,,,,,,8c7e5e,b6a785,9e9775,b6a785,5c523c,987953,b19868,2c2720,987953,665430,6f6651,bbb7a1,a18d58,9ca291
74,Aru 6,Willi Baumeister,392,"German, 1889–1955",German,1889,1955,Male,1955,Oil on board,"51 1/4 x 39 1/4"" (129.9 x 99.5 cm)",Given anonymously,9.1956,Painting,Painting & Sculpture,1956-03-19,Y,78399,http://www.moma.org/collection/works/78399,http://www.moma.org/media/W1siZiIsIjIwNzk5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=689f182a10ca118c,129.9,99.5,,,,,,,303133,9c987b,303133,d8d5a6,393a3b,857c66,b3ad7f,393a3b,c4c094,303133,d8d5a6,9d7558,463e42,636357
75,Green Target,Jasper Johns,2923,"American, born 1930",American,1930,0,Male,1955,Encaustic on newspaper and cloth over canvas,"60 x 60"" (152.4 x 152.4 cm)",Richard S. Zeisler Fund,9.1958,Painting,Painting & Sculpture,1958-02-19,Y,78401,http://www.moma.org/collection/works/78401,http://www.moma.org/media/W1siZiIsIjE1MTUzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d64c0ac2e249e69,152.4,152.4,,,,,,,587737,648739,5f8437,69893c,527335,5e7c39,557936,5f8437,66873a,6c8c38,5e7c39,506c35,6a8841,718d45
76,Laocoön,Robert Goodnough,2242,"American, 1917–2010",American,1917,2010,Male,1958,Oil and charcoal on canvas,"66 3/8 x 54 1/8"" (168.4 x 137.5 cm)",Given anonymously,9.1959,Painting,Painting & Sculpture,1959-03-02,Y,78402,http://www.moma.org/collection/works/78402,http://www.moma.org/media/W1siZiIsIjIwNzk5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=079a52726935f4b7,168.4,137.5,,,,,,,464a50,979592,776e6c,464a50,a2a9a1,cdd0d0,757f85,b7b7a7,cdd0d0,4d5562,8d9a9b,785d52,343338,4b4845
77,Running White,Ellsworth Kelly,3048,"American, 1923–2015",American,1923,2015,Male,1959,Oil on canvas,"7' 4"" x 68"" (223.6 x 172.2 cm)",Purchase,9.1960,Painting,Painting & Sculpture,1960-02-10,Y,78403,http://www.moma.org/collection/works/78403,http://www.moma.org/media/W1siZiIsIjE1MTUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=deaa6edb650d771b,223.6,172.2,,,,,,,303031,918f8e,303031,39383a,e2dfd9,f2efe9,efebe3,f0ece7,f2efe9,303031,d9d6d2,39383a,858381,aba9a6
78,Trouble in Frisco,Fletcher Martin,3790,"American, 1904–1979",American,1904,1979,Male,1938,Oil on canvas,"30 x 36"" (76.2 x 91.4 cm)",Abby Aldrich Rockefeller Fund,10.1939,Painting,Painting & Sculpture,1939-01-06,Y,78406,http://www.moma.org/collection/works/78406,http://www.moma.org/media/W1siZiIsIjE2NjgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=57800c90f7d80659,76.2,91.4,,,,,,,4c4844,8e877b,7a7165,4c4844,8a8983,b9b19f,8a8983,575754,c3beaf,72685b,afa490,403a35,78776d,8b806e
79,Ouro Preto: St. John's Eve,Alberto da Veiga Guignard,2401,"Brazilian, 1895–1962",Brazilian,1895,1962,Male,1942,Oil on plywood,"31 1/2 x 23 5/8"" (80 x 60 cm)",Commissioned through the Inter-American Fund,10.1943,Painting,Painting & Sculpture,1943-02-18,Y,78407,http://www.moma.org/collection/works/78407,http://www.moma.org/media/W1siZiIsIjQ0MTAzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a5a4b3fd7f0fcbf,80.0,60.0,,,,,,,40473e,7a7464,878477,6e6452,363b34,4b5348,676a59,777a70,827058,363b34,968f7d,675b4b,474e42,4f594f
